account_id,observation_date,metric_group_1,metric_group_2,metric_group_3,dislike_per_month,adview_per_post,reply_per_message,dislike_pcnt,newfriend_pcnt_chng,days_since_newfriend
3,2020-05-10,-0.04676413377232545,0.20770694253371505,-0.11359287863235659,-0.8333552794819504,-0.5009709331625709,-0.5059573115906305,0.22091393241615986,0.3396857353102294,-0.5443187520930693
4,2020-05-10,0.8499685717339406,-0.8768834847249344,1.315837517858512,0.8157017109983508,0.1393574441506859,0.279385020205741,4.968297645691236,-0.19791486746304934,1.652679697727673
5,2020-05-10,0.08232306370030275,-0.3119788229303515,-1.0545944178605076,-1.486819319277867,-0.7315524640290701,-0.13466363016975627,0.22091393241615986,0.095321800522348,-0.632198690085899
6,2020-05-10,-0.2591132908667308,1.6719041410059534,0.19951998728658024,-1.1045673604274984,-1.0682467153919033,-0.17002495437900048,0.22091393241615986,-0.8123155225547586,-0.5443187520930693
7,2020-05-10,0.4619103603818914,-0.8768834847249344,1.9790395180016103,-1.486819319277867,0.9345891836820581,0.5550036643416039,0.22091393241615986,0.07088543392359002,-0.4564388141002397
8,2020-05-10,-1.001102909967221,-0.3119788229303515,0.5528831099929185,0.20236071916433485,1.0250316518092804,-0.5747154007426444,0.22091393241615986,-0.19791486746304934,0.4223605658280573
9,2020-05-10,0.48206406161697757,-0.8768834847249344,-1.4627041826979506,1.0342325272540671,-0.39678215233484276,1.8455691591872876,0.22091393241615986,0.8772863380835081,-0.5443187520930693
10,2020-05-10,-0.24142087547185834,0.2529258727585103,3.3216542772387805,-1.1045673604274984,0.20308355574594894,0.0060011480043268475,0.22091393241615986,-0.04431463380204369,-0.36855887610740995
11,2020-05-10,-0.43579190578592175,-0.3119788229303515,-0.4791080822759292,-1.486819319277867,-0.6630156301516956,-0.2108264137662236,0.22091393241615986,-0.19791486746304934,-0.36855887610740995
12,2020-05-10,-1.6879501133218007,1.1069994453170917,1.8536187096526873,-1.1045673604274984,-1.3993446202480655,-0.059937901522895666,0.22091393241615986,-0.19791486746304934,1.3011599457563543
14,2020-05-10,-1.0768966835162699,-0.3119788229303515,-0.22726983542459206,-1.1045673604274984,-0.4205211706757162,-0.9684458822809259,0.22091393241615986,-0.19791486746304934,-0.017039124136091183
16,2020-05-10,-1.2343223428574486,0.2529258727585103,2.344562272165054,1.2115186424356612,0.5957470925674623,1.4773440861321427,4.968297645691236,-1.2731160730096067,3.0587587056129477
17,2020-05-10,-1.5045722341423966,-0.8768834847249344,0.1199471327367107,0.3476861692308455,-0.1405818975289078,0.855452853619242,0.22091393241615986,-0.19791486746304934,6.486076287333306
18,2020-05-10,0.028836895447521778,1.6879586845931076,-0.8542015917439395,-0.06885136178121316,-1.169993850333779,0.14822675557975334,0.22091393241615986,-0.19791486746304934,0.4223605658280573
19,2020-05-10,1.0130490874604803,0.2529258727585103,-1.356544013452625,1.360684217280661,-1.0137462744219061,-1.1247800545517703,0.22091393241615986,-0.4129550978203488,0.2466006898423979
20,2020-05-10,0.7186826810348004,0.08282806674228631,-1.0545944178605076,-0.30577787056507105,1.0336999686305812,-0.13466363016975627,0.22091393241615986,0.5700860105376534,-0.36855887610740995
21,2020-05-10,-0.40869340183350866,5.671779131390607,1.413046786725762,-1.486819319277867,-0.28594030052037805,0.3429219186203208,0.22091393241615986,-1.0043157716229674,0.5981204418137167
22,2020-05-10,-0.4762492381298366,3.1069369281782864,-1.3266281308707764,-0.6229868460730515,-0.9510440680093228,3.3307437660568167,0.22091393241615986,-0.7355154702363281,-0.5443187520930693
23,2020-05-10,1.9112886554844815,-0.3119788229303515,-1.0805836936845319,0.20236071916433485,0.5170222436965698,1.1029818557525233,0.22091393241615986,-0.43165426605039475,-0.5443187520930693
24,2020-05-10,-1.1313243906083057,-0.8768834847249344,1.7108244312279872,0.1203308018386716,-0.8543514579183212,0.2613829217609542,0.22091393241615986,-0.19791486746304934,1.389039883749184
25,2020-05-10,0.0565688684600356,-0.3119788229303515,-1.5742473161335808,0.7299381280812142,-0.03872283702481751,-1.1247800545517703,0.22091393241615986,0.8772863380835081,-0.10491906212892088
26,2020-05-10,-0.41255319911050314,-0.8768834847249344,2.5246505756952637,-0.30577787056507105,2.6890254597686463,0.05561934644523097,0.22091393241615986,-0.3173816604334583,-0.632198690085899
27,2020-05-10,-0.061650924457009426,0.8178304667645352,-1.356544013452625,0.6839412335187818,-1.226260310309119,-1.1247800545517703,0.22091393241615986,1.9524875436300657,-0.19279900012175058
28,2020-05-10,0.9809316292829271,1.1581345653064739,-0.7564277900675735,0.5307266216853588,-0.12286452793862444,-0.6297218423607632,0.22091393241615986,1.2356867040923205,-0.632198690085899
29,2020-05-10,1.6544518913733843,-0.8768834847249344,-0.2254918741399753,1.0971057758536489,0.053422575707424175,1.3055056117738368,0.22091393241615986,-0.11520702535263477,-0.632198690085899
30,2020-05-10,-2.1003913089827226,-0.8768834847249344,-0.9185183660333334,-0.6229868460730515,0.5957470925674623,0.3603945523177587,0.22091393241615986,-0.7355154702363281,1.7405596357205027
31,2020-05-10,-0.2462267252729016,-0.8768834847249344,-0.8792902140916741,-0.1798912396860339,-1.1194053252658902,-0.9126122429620189,0.22091393241615986,-0.04431463380204369,-0.10491906212892088
32,2020-05-10,-0.06279951967725586,-0.8768834847249344,0.018749353447091093,1.809510840280873,0.7471689534091687,-0.9391332286930791,0.22091393241615986,-0.5563152334718616,0.6860003798065464
33,2020-05-10,0.23974772492467475,0.9115631949371487,-0.16327514357807915,-0.1798912396860339,-1.0174458896880547,0.17474772645906755,0.22091393241615986,1.2356867040923205,-0.017039124136091183
34,2020-05-10,0.4953666518576304,-0.3119788229303515,-0.8542015917439395,0.4127291525732338,-0.5822907730675532,0.14822675557975334,0.22091393241615986,-0.6279953281776481,-0.10491906212892088
35,2020-05-10,0.2970320122043534,-0.3119788229303515,-0.39286844488711115,1.4272588814305047,-0.7012488473206315,0.01766199643016297,0.22091393241615986,-0.19791486746304934,-0.632198690085899
