account_id,observation_date,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,adview_per_post,reply_per_message,post_per_message,unfriend_per_newfriend,dislike_pcnt,newfriend_pcnt_chng,days_since_newfriend
3,2020-05-10,-0.6249624281365437,0.6834454098622287,0.16196841422292405,-0.15461615413321597,-0.8333552794819504,0.06446042649569107,0.07275015491305235,-0.2412356218446772,-0.5009709331625709,-0.5059573115906305,-0.23924129088172272,0.24361875609986963,0.22091393241615986,0.3396857353102294,-0.5443187520930693
4,2020-05-10,0.09315530265444684,0.7882291456922723,1.2590688465654143,0.9410791483067683,0.8157017109983508,-0.7734285931351634,1.1377000532586505,0.8140023885825515,0.1393574441506859,0.279385020205741,0.07023537466715486,-0.5271998014200828,4.968297645691236,-0.19791486746304934,1.652679697727673
5,2020-05-10,-0.5138365782727595,1.1292125762187664,-0.0993942389934615,-0.674198208834698,-1.486819319277867,0.06446042649569107,-0.8366790786348202,-0.7275372266125054,-0.7315524640290701,-0.13466363016975627,0.46347854011578543,-0.5271998014200828,0.22091393241615986,0.095321800522348,-0.632198690085899
6,2020-05-10,-0.16189160845192446,-0.3239219688305368,0.4331344027108568,-0.7704231028543516,-1.1045673604274984,0.9023494963998857,0.17878403631499137,0.11715192925702513,-1.0682467153919033,-0.17002495437900048,-0.13771552043015786,1.5774850958195796,0.22091393241615986,-0.8123155225547586,-0.5443187520930693
7,2020-05-10,0.5540129737873183,0.7882291456922723,0.19341644401331126,0.9898678129737501,-1.486819319277867,-0.7734285931351634,1.3335051041490553,1.6018848717121594,0.9345891836820581,0.5550036643416039,-0.8127169185476542,-0.5271998014200828,0.22091393241615986,0.07088543392359002,-0.4564388141002397
8,2020-05-10,-0.41693851955829575,-1.0859659730307805,-1.0598919745665787,-0.2568703548234765,0.20236071916433485,0.06446042649569107,0.6360380632561958,0.18402011351784958,1.0250316518092804,-0.5747154007426444,-0.8925221211838547,-0.5271998014200828,0.22091393241615986,-0.19791486746304934,0.4223605658280573
9,2020-05-10,0.061567280411757005,0.567612363882539,-0.0566528762082749,-0.2568703548234765,1.0342325272540671,-0.7734285931351634,-1.4420036827461025,-0.7275372266125054,-0.39678215233484276,1.8455691591872876,1.4718849689609654,-0.5271998014200828,0.22091393241615986,0.8772863380835081,-0.5443187520930693
10,2020-05-10,0.02860544204221959,0.567612363882539,-0.4156130311020697,-0.10791959648864803,-1.1045673604274984,0.9023494963998857,2.4793906832905352,2.4474188018120815,0.20308355574594894,0.0060011480043268475,-0.9678977440478941,-0.5271998014200828,0.22091393241615986,-0.04431463380204369,-0.36855887610740995
11,2020-05-10,-0.9732892391043929,0.12184519752600097,-0.0993942389934615,-0.5881221080063281,-1.486819319277867,0.06446042649569107,-0.3414824514752067,-0.3691496755108034,-0.6630156301516956,-0.2108264137662236,-0.07699924761086298,-0.5271998014200828,0.22091393241615986,-0.19791486746304934,-0.36855887610740995
12,2020-05-10,-0.856442585931194,-0.3239219688305368,-1.6374734198915721,-2.4692589398925024,-1.1045673604274984,0.06446042649569107,1.3989223296157511,1.350438524419944,-1.3993446202480655,-0.059937901522895666,-0.9719896238092409,1.5774850958195796,0.22091393241615986,-0.19791486746304934,1.3011599457563543
14,2020-05-10,-1.2806329427717362,-0.07859859433801528,-0.8201740158690332,-1.0054499620175499,-1.1045673604274984,0.06446042649569107,0.3904415846848374,-0.7275372266125054,-0.4205211706757162,-0.9684458822809259,-0.808384262529515,-0.5271998014200828,0.22091393241615986,-0.19791486746304934,-0.017039124136091183
16,2020-05-10,-1.1913530671821484,-0.6401988066742426,-0.9314422384217481,-0.8795138902668681,1.2115186424356612,0.9023494963998857,1.6974686553802298,1.7800791797661788,0.5957470925674623,1.4773440861321427,-0.9344817432988856,-0.5271998014200828,4.968297645691236,-1.2731160730096067,3.0587587056129477
17,2020-05-10,-1.4986967708494916,-1.8480099772310241,-0.8201740158690332,-0.7704231028543516,0.3476861692308455,-0.7734285931351634,-0.1233123902018981,0.30122273906858943,-0.1405818975289078,0.855452853619242,-0.6417992964825916,-0.5271998014200828,0.22091393241615986,-0.19791486746304934,6.486076287333306
18,2020-05-10,-0.4801420159790866,-0.6401988066742426,0.7554222230091936,-0.7704231028543516,-0.06885136178121316,0.06446042649569107,-0.7412818857988449,-0.5257038246743774,-1.169993850333779,0.14822675557975334,1.2422717726937107,2.439186902096187,0.22091393241615986,-0.19791486746304934,0.4223605658280573
19,2020-05-10,1.0580669007724441,-0.07859859433801528,1.2328905506190464,0.09233744744484787,1.360684217280661,0.9023494963998857,-0.5137728978391732,-1.498307034210034,-1.0137462744219061,-1.1247800545517703,1.4517902503907054,-0.5271998014200828,0.22091393241615986,-0.4129550978203488,0.2466006898423979
20,2020-05-10,0.09315530265444684,0.9718879228828349,0.05980710075255107,0.915546840790936,-0.30577787056507105,0.06446042649569107,-0.8366790786348202,-0.7275372266125054,1.0336999686305812,-0.13466363016975627,0.6245495388153025,0.0583934501569494,0.22091393241615986,0.5700860105376534,-0.36855887610740995
21,2020-05-10,1.1998681290906936,-1.0859659730307805,-0.3538607930967545,-0.4391713496714996,-1.486819319277867,0.9023494963998857,0.9553928644854945,1.1404942238967024,-0.28594030052037805,0.3429219186203208,-0.8363457074734826,7.510258466272069,0.22091393241615986,-1.0043157716229674,0.5981204418137167
22,2020-05-10,-1.8060404745168348,-1.0859659730307805,0.16196841422292405,-0.7704231028543516,-0.6229868460730515,0.06446042649569107,-1.4420036827461025,-0.5257038246743774,-0.9510440680093228,3.3307437660568167,1.734481696529564,4.5438717627558,0.22091393241615986,-0.7355154702363281,-0.5443187520930693
23,2020-05-10,1.7447809037151591,1.38909771466591,0.8013020975532335,1.3250567658047956,0.20236071916433485,0.06446042649569107,-1.0770608061823166,-0.5257038246743774,0.5170222436965698,1.1029818557525233,1.8270105358644604,-0.5271998014200828,0.22091393241615986,-0.43165426605039475,-0.5443187520930693
24,2020-05-10,-1.4986967708494916,-1.0859659730307805,-0.01599730646930626,-0.7704231028543516,0.1203308018386716,-0.7734285931351634,1.199325971599339,1.3382367401125208,-0.8543514579183212,0.2613829217609542,-0.8239799638179401,-0.5271998014200828,0.22091393241615986,-0.19791486746304934,1.389039883749184
25,2020-05-10,-0.41693851955829575,-0.6401988066742426,0.19341644401331126,0.3094082575225739,0.7299381280812142,0.06446042649569107,-0.8366790786348202,-1.498307034210034,-0.03872283702481751,-1.1247800545517703,0.764075603041668,-0.5271998014200828,0.22091393241615986,0.8772863380835081,-0.10491906212892088
26,2020-05-10,0.626258360807025,0.567612363882539,-1.6374734198915721,-0.10791959648864803,-0.30577787056507105,-0.7734285931351634,1.8668130451229188,1.8778489108603638,2.6890254597686463,0.05561934644523097,-0.9782659138542387,-0.5271998014200828,0.22091393241615986,-0.3173816604334583,-0.632198690085899
27,2020-05-10,0.011570953472338769,-0.3239219688305368,0.5415042783871162,-1.1544007203523787,0.6839412335187818,1.74023841548406,-0.5137728978391732,-1.498307034210034,-1.226260310309119,-1.1247800545517703,0.6966397109803992,-0.5271998014200828,0.22091393241615986,1.9524875436300657,-0.19279900012175058
28,2020-05-10,0.24666927011997494,1.1292125762187664,0.7395498595479179,0.7743399067461039,0.5307266216853588,1.74023841548406,-0.3944264998467456,-0.7275372266125054,-0.12286452793862444,-0.6297218423607632,0.7476202198834011,-0.02244725326824718,0.22091393241615986,1.2356867040923205,-0.632198690085899
