account_id,observation_date,metric_group_1,metric_group_2,account_tenure,dislike_per_month,unfriend_per_month,is_churn
46,09/02/2020,-0.7286915439552153,3.2512962390184232,-0.2327898748508534,0.703096578990191,-0.4988477318540175,False
95,09/02/2020,0.7759035368010521,-1.3926455991709372,-0.2327898748508534,-0.3631607773757984,-0.4988477318540175,False
216,09/02/2020,0.16892764279167244,-1.2470378591805322,-0.2327898748508534,0.4865247678348127,1.52945101885168,False
219,09/02/2020,-0.13531016291219888,0.8041462695805297,-0.2327898748508534,0.3095727137199491,-0.4988477318540175,False
321,09/02/2020,0.5638660621024184,0.5268838953851062,-0.2327898748508534,-0.3631607773757984,-0.4988477318540175,False
322,09/02/2020,-0.3784131823238941,0.1715995161466199,-0.2327898748508534,0.0930009025645705,-0.4988477318540175,False
325,09/02/2020,-0.20502110307212607,0.2065196486632101,-0.2327898748508534,0.7657343936603179,-0.4988477318540175,False
366,09/02/2020,-0.1757868759651536,-1.3253552896940282,-0.2327898748508534,0.4865247678348127,-0.4988477318540175,False
398,09/02/2020,0.7083247818003688,-0.7832653984731911,-0.2327898748508534,0.0930009025645705,-0.4988477318540175,False
430,09/02/2020,-0.28500166291823786,-0.4389718207392908,-0.2327898748508534,-0.8589422143566818,-0.4988477318540175,False
496,09/02/2020,0.9125206268367859,1.3729094877470236,-0.2327898748508534,0.7657343936603179,-0.4988477318540175,False
524,09/02/2020,1.1202266073351432,0.5895953406989114,-0.2327898748508534,-0.8589422143566818,-0.4988477318540175,False
541,09/02/2020,0.6134279638193126,2.173274850893306,-0.2327898748508534,0.9325235353179088,-0.4988477318540175,False
589,09/02/2020,3.282181661413972,1.3902255049739887,-0.2327898748508534,2.064606063147907,1.52945101885168,False
615,09/02/2020,-0.5292325977253777,-1.3926455991709372,-0.2327898748508534,-0.1862087232609346,-0.4988477318540175,False
628,09/02/2020,0.11187071533784852,-1.198154711579808,-0.2327898748508534,0.4865247678348127,-0.4988477318540175,False
647,09/02/2020,-0.2899559052437415,-1.0965870115158973,-0.2327898748508534,0.3095727137199491,3.5577497695573777,False
654,09/02/2020,-0.6499338294336577,-0.8962075360328443,-0.2327898748508534,-0.3631607773757984,1.52945101885168,False
688,09/02/2020,0.19799432160842806,-0.922595498988241,-0.2327898748508534,-0.3631607773757984,-0.4988477318540175,False
